,data_num,part1_patient_mean,part1_slope,part1_std,week,Delta1,Omicron1,policy1,policy2,label
377,419.0,625.2857142857143,-4.0207470548026734e-05,0.2772931831376052,0.0,0.23809523809523808,0.0,2.0,2.0,1.0
299,574.0,2131.904761904762,0.014013633425398134,0.20841822021344675,1.0,461.1904761904762,0.0,3.0,3.0,0.0
476,548.0,1710.5238095238096,-0.012592260868122934,0.3269001449800636,3.0,468.76190476190476,0.0,3.0,3.0,1.0
394,421.0,620.0952380952381,-0.017767681235173492,0.29713605921929936,2.0,0.2857142857142857,0.0,2.0,2.0,1.0
653,391.0,441.4761904761905,0.017056050998609743,0.15561580913730902,0.0,0.0,0.0,2.0,2.0,2.0
285,897.0,119358.76190476191,0.0050850589884723334,0.24147863780130402,2.0,0.0,19.428571428571427,1.0,1.0,0.0
832,725.0,129342.71428571429,0.01504102764588131,0.10257651695476859,5.0,0.09523809523809523,155.0952380952381,3.0,3.0,2.0
289,296.0,942.047619047619,0.014832278274489328,0.19042941989163745,3.0,0.0,0.0,2.5,2.5,0.0
16,31.0,51.333333333333336,-0.023847926267281105,0.21838812915688066,4.0,0.0,0.0,2.9047619047619047,2.7142857142857144,0.0
921,58.0,3.380952380952381,-0.01410658307210031,0.10598958425717862,3.0,0.0,0.0,2.142857142857143,1.0,2.0
323,458.0,560.1904761904761,-8.912655971479601e-05,0.2267860503521651,4.0,2.0952380952380953,0.0,2.0,2.0,1.0
385,569.0,2032.5238095238096,0.023953602634584223,0.2398851031690365,3.0,485.14285714285717,0.0,3.0,3.0,1.0
261,578.0,2164.5714285714284,0.0038438032555679607,0.20525255825511227,5.0,454.23809523809524,0.0,3.0,3.0,0.0
820,245.0,88.19047619047619,0.00424512987012987,0.0805596819208621,1.0,0.0,0.0,1.0,1.1785714285714286,2.0
347,114.0,31.285714285714285,-0.011525974025974021,0.24534960479166978,3.0,0.0,0.0,1.0,1.0,1.0
750,627.0,2714.4285714285716,0.017062610244010717,0.12730906887025079,5.0,424.76190476190476,0.0,1.0,1.0,2.0
577,401.0,531.7142857142857,0.028951048951048948,0.24155172109223022,3.0,0.0,0.0,2.0,2.0,1.0
452,430.0,590.4285714285714,-0.016215672872019613,0.3136645734910101,4.0,0.9047619047619048,0.0,2.0,2.0,1.0
503,369.0,389.76190476190476,0.02896764252696456,0.27881172623112915,6.0,0.0,0.0,2.0,2.0,1.0
526,376.0,404.85714285714283,0.01920648159180269,0.22181299602681526,6.0,0.0,0.0,2.0,2.0,1.0
557,510.0,1444.4761904761904,0.01189615195165611,0.1855772225971579,0.0,292.3333333333333,0.0,3.0,3.0,1.0
348,461.0,547.8095238095239,-0.0037083015024191486,0.2349781107230938,0.0,2.2857142857142856,0.0,2.0,2.0,1.0
221,657.0,6354.857142857143,0.00012334769321403795,0.20420964790942858,0.0,683.0,21.285714285714285,1.8571428571428572,3.0,0.0
947,153.0,16.428571428571427,-0.00038994947611135586,0.027378707959624948,0.0,0.0,0.0,1.0,1.5714285714285714,2.0
343,103.0,35.80952380952381,0.0021645021645021645,0.22381193610896616,6.0,0.0,0.0,1.0,1.0,1.0
148,306.0,894.8095238095239,-0.019578534672874293,0.18900136342694412,6.0,0.0,0.0,2.5,2.5,0.0
927,692.0,7526.190476190476,0.01333408096893574,0.09167484534437487,0.0,145.47619047619048,753.1428571428571,3.0,3.0,2.0
25,8.0,351.9047619047619,-0.03345567476002258,0.2717794513652851,2.0,0.0,0.0,1.8571428571428572,2.7142857142857144,0.0
675,237.0,77.38095238095238,0.015103415103415101,0.18939621326552616,0.0,0.0,0.0,1.0,1.0,2.0
209,301.0,962.3809523809524,-0.007091612745322989,0.15334787814209372,1.0,0.0,0.0,2.5,2.5,0.0
887,860.0,20532.04761904762,0.0195830471120463,0.134816538711586,0.0,0.0,89.28571428571429,1.0,1.0,2.0
692,613.0,1967.4761904761904,0.015139210104963524,0.14739845456464537,5.0,363.6666666666667,0.0,1.8571428571428572,1.0,2.0
885,711.0,45652.57142857143,0.01583504525052885,0.10562206232278079,5.0,3.0,493.42857142857144,3.0,3.0,2.0
777,478.0,503.4761904761905,0.005508822642529606,0.08946512678546373,3.0,18.047619047619047,0.0,2.0,1.4285714285714286,2.0
36,25.0,68.95238095238095,-0.0192775974025974,0.22023042839776227,5.0,0.0,0.0,2.619047619047619,3.0,0.0
116,920.0,74111.09523809524,-0.01876882557877296,0.2466574990430418,4.0,0.0,35.57142857142857,1.0,1.0,0.0
68,783.0,92451.52380952382,-0.031106379325967003,0.2500647688466487,0.0,0.0,351.0952380952381,1.3333333333333333,1.0,0.0
35,15.0,193.42857142857142,-0.04556473829201101,0.3347356919151629,2.0,0.0,0.0,2.142857142857143,3.0,0.0
200,176.0,250.38095238095238,0.026979787130163062,0.257807497453727,2.0,0.0,0.0,1.880952380952381,2.4285714285714284,0.0
28,4.0,371.4761904761905,-0.004926676552974128,0.25048749088480327,5.0,0.0,0.0,1.6666666666666667,2.4285714285714284,0.0
109,921.0,71765.90476190476,-0.017909392592736946,0.24353186920590722,5.0,0.0,35.42857142857143,1.0,1.0,0.0
648,837.0,8085.619047619048,-0.009390666230974738,0.16224876121946863,5.0,0.0,311.2857142857143,1.0,1.0,2.0
561,468.0,511.76190476190476,-0.017778872912801478,0.24170088205728418,0.0,3.380952380952381,0.0,2.0,1.7142857142857142,1.0
450,671.0,4605.142857142857,-0.03533925287242668,0.27221777768135136,0.0,585.8571428571429,117.33333333333333,3.0,3.0,1.0
923,698.0,13222.285714285714,0.012346857581879577,0.0816261328502678,6.0,61.0,820.2857142857143,3.0,3.0,2.0
37,16.0,170.85714285714286,-0.04022825659189295,0.3054684979672981,3.0,0.0,0.0,2.1904761904761907,3.0,0.0
757,633.0,3275.3809523809523,0.019835317028059234,0.15224475842127963,4.0,455.42857142857144,0.9523809523809523,1.0,1.0,2.0
115,804.0,32466.333333333332,-0.019811654389847114,0.24162640479779696,0.0,0.0,493.6666666666667,1.0,1.0,0.0
808,483.0,555.4761904761905,0.013224085762116186,0.10911400177753554,1.0,44.857142857142854,0.0,1.7619047619047619,2.142857142857143,2.0
515,218.0,65.14285714285714,-0.010050818746470916,0.1962654295146659,2.0,0.0,0.0,1.9047619047619047,1.0,1.0
164,754.0,353911.3333333333,-0.009744401847610133,0.17399778002463476,6.0,0.047619047619047616,123.61904761904762,2.380952380952381,2.0,0.0
781,731.0,185293.7142857143,0.019212413073978828,0.13611906963805587,4.0,0.09523809523809523,150.9047619047619,3.0,2.7142857142857144,2.0
337,104.0,37.0,-0.003617810760667902,0.1935759678493128,0.0,0.0,0.0,1.0,1.0,1.0
314,573.0,2120.4285714285716,0.024152789950335967,0.24333227828052434,0.0,457.3809523809524,0.0,3.0,3.0,0.0
423,438.0,578.952380952381,0.008768275749407823,0.24808804941855908,5.0,1.2857142857142858,0.0,2.0,2.0,1.0
949,155.0,17.19047619047619,-0.0005221932114882506,0.026519229525131024,2.0,0.0,0.0,1.0,1.7142857142857142,2.0
55,768.0,224501.52380952382,-0.02624794074662219,0.22032417045814864,6.0,0.0,236.9047619047619,2.0,1.0714285714285714,0.0
431,533.0,1710.4285714285713,-0.0035248206781053463,0.28380500392624475,2.0,411.9047619047619,0.0,3.0,3.0,1.0
274,898.0,120290.38095238095,0.006846222569013409,0.24330183198180985,3.0,0.0,21.19047619047619,1.0,1.0,0.0
387,463.0,534.5238095238095,-0.019455054749172397,0.27370946337843055,2.0,2.3333333333333335,0.0,2.0,2.0,1.0
940,60.0,2.619047619047619,-0.010255261979399912,0.08338569217483106,5.0,0.0,0.0,1.9523809523809523,1.0,2.0
937,59.0,2.9047619047619047,-0.011419614867890728,0.08852387164344191,4.0,0.0,0.0,2.0476190476190474,1.0,2.0
822,866.0,36232.666666666664,0.028959215847981057,0.20036916970907256,6.0,0.0,94.76190476190476,1.0,1.0,2.0
